PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
217,10/3/21,16:14:54,4,3,"Hungate, Chase",10029411,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,6,Top,2,1,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,85.37071,1.893128,-4.168117,2214.338893,281.587378,3:30,3.61372,2.75695,5.86009,-42.32884,-3.4574,23.41214,1.85038,0.82885,77.24734,-5.912015,0.020496,0.448732,87.50083,33.690937,-56.104727,5046.508103,51.81886,57.44248,-97.02989,271.1792,,-67.794016,3.925431,-13.20867,-1.94047,-2.43208,50,3.74313,8.04315,-123.63759,2.6154,-20.2417,26.94556,-35.14771,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,91b10d80-2486-11ec-8991-0d548696f4f1,83.99773,63.09805,,8.12337,,,,0.42975,1.52642,-0.62119,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:14:54,2021-10-03T16:14:54.4060000-04:00,2021-10-03T20:14:54.4060000Z,FlyBall,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,a8a0f72e-a7e1-4657-abf6-bf21ddec3421,54.63995,-124.64472,13.47278,3.62083,3.92909,-17.57386,-2.74684,8.79971,-10.12085,,0.42857,59.58406,-21.65257,7.48187,-2.41433,0.76986,-0.19616,0.03006,-0.00193,1.52771,71.15475,-23.05562,1.26882,0.3458,-0.24324,0.06309,-0.00711,0.00024,-0.62065,-88.65009,12.54168,-2.99171,0.77599,-0.25185,0.07127,-0.01189,0.00081,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
218,10/3/21,16:15:24,4,4,"Hungate, Chase",10029411,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,6,Top,2,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,74.17218,2.186546,-5.102244,1413.22542,286.867103,3:30,3.48154,2.82961,5.87474,-54.04267,-2.96323,15.02316,1.01785,-0.66982,68.05888,-7.725526,-2.421052,0.514392,,,,,,,,,,,,-9.02512,-1.56835,-2.42464,50,3.62802,9.04672,-107.35186,2.47519,-10.55089,18.27217,-34.00753,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,a3a30430-2486-11ec-8991-0d548696f4f1,73.27567,,,6.1133,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:15:24,2021-10-03T16:15:24.4370000-04:00,2021-10-03T20:15:24.4370000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,88a2f2f0-c36f-4837-b47f-db4620d5ff50,54.62528,-108.13625,9.13608,3.49043,3.93508,-17.00376,-2.82272,9.49965,-5.27544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
219,10/3/21,16:15:58,4,5,"Hungate, Chase",10029411,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,6,Top,2,2,2,Fastball,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,84.10623,1.970658,-4.270914,2145.429337,277.568038,3:15,3.70038,2.77514,5.81414,-41.42923,-1.70205,22.20316,2.08613,0.64684,76.83703,-5.648554,-0.304012,0.453644,98.49926,16.741166,-15.731943,2974.027514,102.85992,26.36682,-38.98484,288.68048,,-28.458186,2.863967,-12.51524,-1.04984,-2.43825,50,3.83747,8.21106,-121.89873,2.78211,-18.84811,23.75969,-33.75511,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b7e5efc0-2486-11ec-8991-0d548696f4f1,83.0881,29.46824,,7.2692,,,,0.4815,1.9259,-0.62755,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:15:58,2021-10-03T16:15:58.4290000-04:00,2021-10-03T20:15:58.4290000Z,LineDrive,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,8a5ae80e-7f1e-4bd2-8a3d-77a1a8417a44,54.68706,-122.8089,11.87985,3.70613,4.07518,-16.87755,-2.76662,8.93308,-9.42406,116.231936,0.48151,133.15983,-25.61351,5.73889,-1.26067,0.26219,-0.04831,0.00627,-0.00038,1.9259,41.61296,-16.71371,0.79082,-0.0143,-0.02786,0.01074,-0.00172,0.00011,-0.62754,-37.50992,-7.75834,2.77182,-0.81671,0.20864,-0.04361,0.00609,-0.0004,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
220,10/3/21,16:18:24,1,1,"Mishra, Ethan",10023189,Right,VCU_RAM,"Mathis, AJ",1000113011,Left,VCU_RAM,Undefined,6,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.00337,-3.679102,-2.42915,2011.451895,214.216257,1:15,6.08924,0.97419,6.33661,-19.88162,16.24343,10.31453,1.03736,-0.40414,80.43932,-7.41943,-0.562836,0.432589,,,,,,,,,,,,-5.97284,9.73036,-0.80186,50,5.81126,4.95761,-126.23554,-8.67798,-9.72546,23.51175,-16.33033,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,0ea03cd0-2487-11ec-8991-0d548696f4f1,87.13215,,,6.56406,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:18:24,2021-10-03T16:18:23.9340000-04:00,2021-10-03T20:18:23.9340000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,ebcb7f6f-aec6-425e-92b5-a73eb07d2991,54.16155,-127.00828,11.75587,6.08765,-8.14127,-8.16517,-0.97005,5.27725,-4.86273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
221,10/3/21,16:18:37,1,2,"Mishra, Ethan",10023189,Right,VCU_RAM,"Mathis, AJ",1000113011,Left,VCU_RAM,Undefined,6,Bottom,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Error,0,0,,87.18148,-3.172822,-1.714388,2081.428177,192.674598,12:30,6.08414,0.83665,6.23694,-15.61304,20.38974,4.34843,1.852,-0.38288,80.5792,-6.146167,-0.929178,0.431856,83.20194,-2.853181,13.542783,1311.792875,,,,36.15718,,13.696668,0.289005,-2.70606,11.74839,-0.71106,50,5.83955,3.62558,-126.63219,-7.43278,-4.4373,23.47602,-12.9095,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,161f55e0-2487-11ec-8991-0d548696f4f1,87.28003,1.79693,,6.60228,,,,0.88494,1.75549,0.31304,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:18:37,2021-10-03T16:18:36.5800000-04:00,2021-10-03T20:18:36.5800000Z,GroundBall,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,b16e46fc-e2bf-45b7-8d6a-0b1397a0a528,54.2627,-127.41998,11.73801,6.08171,-6.99956,-6.45475,-0.83523,3.77449,-2.21865,180,0.88494,118.48926,,,,,,,,1.75549,-6.07423,,,,,,,,0.31304,28.54035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
222,10/3/21,16:19:20,2,1,"Mishra, Ethan",10023189,Right,VCU_RAM,"Haydak, Michael",1000080740,Right,VCU_RAM,Undefined,6,Bottom,0,0,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,85.92577,-2.756509,-1.317211,2072.961648,209.100894,1:00,6.11641,1.17775,6.16239,-19.33698,17.97969,9.37036,1.95605,0.74163,79.08648,-6.411148,0.373638,0.439666,,,,,,,,,,,,-5.23996,10.41469,-1.08276,50,5.89727,2.51375,-124.807,-6.55089,-8.30108,24.09443,-15.67526,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,3034bbf0-2487-11ec-8991-0d548696f4f1,85.72973,,,6.83929,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:19:20,2021-10-03T16:19:20.1520000-04:00,2021-10-03T20:19:20.1520000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,04fc1d9a-3fc6-4e8b-ae02-ff61ddcf8090,54.3368,-125.64144,12.04721,6.11474,-6.00802,-7.83763,-1.17479,2.80123,-4.15054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
223,10/3/21,16:20:08,2,2,"Mishra, Ethan",10023189,Right,VCU_RAM,"Haydak, Michael",1000080740,Right,VCU_RAM,Undefined,6,Bottom,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.87665,-1.797015,-2.922468,1976.667046,187.00718,12:15,6.03924,1.22983,6.27807,-19.25344,18.24005,2.09158,2.77573,-1.29193,78.40572,-5.467431,-2.545119,0.440707,,,,,,,,,,,,-1.90831,10.33571,-1.01491,50,5.89681,6.27652,-124.56735,-4.41854,-2.99201,25.52456,-15.96888,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,4c93c3e0-2487-11ec-8991-0d548696f4f1,85.5273,,,7.47093,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:20:08,2021-10-03T16:20:07.8910000-04:00,2021-10-03T20:20:07.8910000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,8394590f-7741-4cb8-9650-9ba43a2a7fd7,54.21702,-125.42846,12.76228,6.03679,-3.8798,-7.98444,-1.22837,6.37746,-1.49601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
224,10/3/21,16:20:45,2,3,"Mishra, Ethan",10023189,Right,VCU_RAM,"Haydak, Michael",1000080740,Right,VCU_RAM,Undefined,6,Bottom,0,0,2,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,87.37423,-1.208206,-2.419471,1879.361372,234.559941,1:45,6.09018,1.23619,6.19807,-24.68194,11.36438,14.42162,2.91687,0.20319,80.27087,-5.834633,0.183163,0.432117,67.15716,-59.542097,-48.763724,,,,,2.76886,,-32.535233,0.034096,-8.15516,6.54949,-1.0614,50,5.98672,4.80239,-126.95753,-3.43534,-13.35559,25.16457,-21.44805,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,62cade50-2487-11ec-8991-0d548696f4f1,87.22732,2.89489,,7.10336,,,,1.21219,2.89489,-0.20898,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:20:45,2021-10-03T16:20:45.1350000-04:00,2021-10-03T20:20:45.1350000Z,GroundBall,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,c020ef8a-f2a4-4e5e-82d3-0b35d8239571,54.30123,-127.80724,12.58229,6.09049,-2.71112,-10.72402,-1.23117,5.25336,-6.6778,,1.21219,32.91125,,,,,,,,2.89489,-84.90461,,,,,,,,-0.20898,-37.54622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
225,10/3/21,16:21:23,3,1,"Mishra, Ethan",10023189,Right,VCU_RAM,"Ericsson, Nic",1000075164,Right,VCU_RAM,Undefined,6,Bottom,1,0,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,87.70332,-1.645001,-2.398598,1861.331881,246.46091,2:15,6.05391,1.02446,6.12535,-28.1512,7.67524,15.15918,2.1856,0.06919,80.84373,-6.874107,0.335205,0.430798,,,,,,,,,,,,-8.52095,4.71855,-0.84896,50,5.91322,4.74494,-127.43644,-4.56999,-14.08317,24.951,-24.37538,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,794124a0-2487-11ec-8991-0d548696f4f1,87.49456,,,6.85959,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:21:23,2021-10-03T16:21:22.8640000-04:00,2021-10-03T20:21:22.8640000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,e778b187-951b-4a7a-81a0-f5ff8416fd16,54.37478,-128.29013,12.4755,6.05531,-3.736,-12.18769,-1.01955,5.22679,-7.04159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
226,10/3/21,16:21:47,3,2,"Mishra, Ethan",10023189,Right,VCU_RAM,"Ericsson, Nic",1000075164,Right,VCU_RAM,Undefined,6,Bottom,1,0,1,Slider,Slider,InPlay,Undefined,FlyBall,Double,0,1,,78.26911,-0.351597,-1.46779,1946.114066,136.761064,10:30,5.93962,1.33833,5.62261,-41.45597,4.21146,-2.73228,2.15675,-0.25935,72.58129,-7.929886,-1.95618,0.486379,99.26145,20.025961,-22.840653,1820.349257,99.28615,35.29996,-47.35205,361.07761,,-31.759392,3.754776,1.02976,2.56106,-1.21134,50,5.88255,3.01539,-113.77688,-2.02365,1.3604,19.34759,-28.79071,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,876a7a90-2487-11ec-8991-0d548696f4f1,77.49605,45.76367,,5.68782,,,,1.95615,2.16203,0.36564,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:21:47,2021-10-03T16:21:46.6470000-04:00,2021-10-03T20:21:46.6470000Z,LineDrive,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,b732bfdd-e68e-4391-b1d0-7bc58b6830e8,54.87791,-114.60336,9.6738,5.94273,-0.79379,-14.39535,-1.33891,2.95727,0.6802,135.980967,1.95573,126.06839,-24.53472,6.44294,-1.59259,0.39646,-0.08782,0.01298,-0.00084,2.16276,49.83314,-14.25503,-0.63226,0.70992,-0.31339,0.08617,-0.01253,0.00072,0.36577,-53.09825,-0.67895,1.05876,-0.39028,0.09151,-0.01449,0.00142,-7.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
227,10/3/21,16:22:35,4,1,"Mishra, Ethan",10023189,Right,VCU_RAM,"Locklear, Tyler",1000113087,Right,VCU_RAM,Undefined,6,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.64756,-1.073592,-1.348701,2121.943586,93.712206,9:00,5.87115,1.3476,5.71271,-43.61306,1.53543,-3.55024,1.23619,-0.20492,73.01838,-9.029742,-1.984997,0.483607,,,,,,,,,,,,1.46161,1.46614,-1.23253,50,5.75418,2.82411,-114.30198,-3.55288,1.94663,19.74561,-30.22138,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,a409bfd0-2487-11ec-8991-0d548696f4f1,77.94015,,,5.62918,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:22:35,2021-10-03T16:22:34.7000000-04:00,2021-10-03T20:22:34.7000000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,a484d866-b1aa-44c9-b591-3a726269cf68,54.78656,-115.12589,9.87281,5.87612,-2.29186,-15.11069,-1.34867,2.74289,0.97332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
228,10/3/21,16:22:56,4,2,"Mishra, Ethan",10023189,Right,VCU_RAM,"Locklear, Tyler",1000113087,Right,VCU_RAM,Undefined,6,Bottom,1,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,85.39323,-2.041215,-2.126377,2043.020706,190.73347,12:15,6.01881,1.11022,6.58825,-21.43706,15.30725,2.71563,2.35992,-0.6128,79.49305,-6.080854,-1.632802,0.436281,73.20343,-11.750401,-22.006984,,,,,11.92485,,-16.61986,0.10289,-1.9389,8.86926,-0.9659,50,5.86982,4.51952,-124.25039,-5.00563,-3.08015,21.11469,-18.08433,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b0daffd0-2487-11ec-8991-0d548696f4f1,86.39483,2.22181,,5.90018,,,,1.39945,2.24965,0.64193,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:22:56,2021-10-03T16:22:56.1360000-04:00,2021-10-03T20:22:56.1360000Z,GroundBall,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,ee76fca2-1282-46e5-afda-24bbd0be4244,53.9123,-124.91347,10.55735,6.01809,-4.43772,-9.04217,-1.10935,4.61625,-1.54007,,1.39945,97.45606,,,,,,,,2.24965,-21.8647,,,,,,,,0.64193,-39.38862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
229,10/3/21,16:23:33,5,1,"Mishra, Ethan",10023189,Right,VCU_RAM,"Gibbs, Casey",10027493,Left,VCU_RAM,Undefined,6,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.04856,-0.247997,-2.072983,2030.697624,201.271453,12:45,6.02437,1.30766,6.20699,-21.02332,15.03139,5.45473,4.04339,-0.15191,80.32775,-4.212222,-1.089035,0.432168,,,,,,,,,,,,-3.33276,8.17323,-1.15467,50,5.99498,4.36662,-126.57376,-1.15923,-5.46511,23.2198,-18.77147,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,c67f2910-2487-11ec-8991-0d548696f4f1,87.21718,,,6.72082,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:23:33,2021-10-03T16:23:32.5480000-04:00,2021-10-03T20:23:32.5480000Z,,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,301b0f5d-53df-4c00-9cb1-00d4bf8af794,54.29087,-127.35849,11.6099,6.02344,-0.52484,-9.38573,-1.30536,4.55132,-2.73256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
230,10/3/21,16:23:47,5,2,"Mishra, Ethan",10023189,Right,VCU_RAM,"Gibbs, Casey",10027493,Left,VCU_RAM,Undefined,6,Bottom,2,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,86.49631,-1.69998,-1.383819,2058.514591,195.662003,12:30,6.04112,1.06363,6.5756,-20.92226,14.9845,3.92323,2.7386,0.122,80.21335,-5.654577,-0.670449,0.43128,78.09991,-33.02688,33.008447,,,,,4.83901,,23.317201,0.044029,-2.40941,8.62123,-0.97027,50,5.91534,2.9002,-125.88007,-4.30197,-3.91589,22.4639,-18.16237,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,cf6e9b00-2487-11ec-8991-0d548696f4f1,87.39665,2.36559,,6.28296,,,,0.89785,2.74882,-0.38812,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:23:47,2021-10-03T16:23:47.4810000-04:00,2021-10-03T20:23:47.4810000Z,GroundBall,v3,471479,471479,,"Coy, Tyler",1000092206,Right,VCU_RAM,7b06490a-2af9-42fd-abc3-9de2439acc48,53.92397,-126.57838,11.23195,6.04029,-3.73738,-9.08118,-1.06232,3.02193,-1.95795,,0.89785,80.53601,,,,,,,,2.74882,-62.43148,,,,,,,,-0.38812,52.31757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
231,10/3/21,16:26:06,1,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,7,Top,0,0,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Error,0,0,,84.72304,1.642578,-3.743407,1989.762099,282.073713,3:30,3.69785,2.5938,5.71446,-41.82152,-2.69343,18.12623,1.74658,0.61213,77.73581,-6.021477,-0.507644,0.450211,94.99252,-12.69072,-26.800099,,,,,10.04047,,-25.258718,0.060259,-10.28205,-1.50886,-2.29208,50,3.8092,7.31315,-122.90784,2.06546,-15.78911,23.47712,-34.49102,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,2231e450-2488-11ec-8991-0d548696f4f1,83.72175,1.72634,,6.98723,,,,1.76994,1.84437,-0.59149,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:26:06,2021-10-03T16:26:06.3560000-04:00,2021-10-03T20:26:06.3560000Z,GroundBall,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,d7a97697-7674-4abe-b33e-fc704765bc87,54.78713,-123.81888,11.73856,3.70308,3.40389,-17.24551,-2.58775,7.92585,-7.89455,,1.76994,121.31883,,,,,,,,1.84437,-30.60743,,,,,,,,-0.59149,-61.28281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
232,10/3/21,16:26:51,2,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,7,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.49626,2.460593,-4.934537,2142.173209,271.023438,3:00,3.73444,2.77642,5.69376,-40.5625,0.92358,19.89765,2.65727,-0.17546,75.41542,-4.987431,-1.395447,0.463578,,,,,,,,,,,,-11.36253,0.22756,-2.37345,50,3.91667,9.49961,-119.39262,3.76389,-16.47158,22.0602,-31.84416,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,3cfd53f0-2488-11ec-8991-0d548696f4f1,81.30768,,,7.08084,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:26:51,2021-10-03T16:26:51.2700000-04:00,2021-10-03T20:26:51.2700000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,7cae79c2-21a5-4522-a6e5-db7fa7760b3a,54.80619,-120.27738,11.0301,3.74011,5.04105,-15.92208,-2.7677,10.16023,-8.23579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
233,10/3/21,16:27:06,2,2,"Hungate, Chase",10029411,Right,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,7,Top,0,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.85894,1.79496,-3.550378,2118.65795,267.894924,3:00,3.66005,2.83989,5.47888,-38.40486,1.9415,19.04788,2.14293,1.10096,76.74653,-5.24327,-0.165312,0.457166,,,,,,,,,,,,-10.52945,0.88071,-2.5413,50,3.79173,6.74235,-121.57755,2.44891,-15.81158,23.10298,-30.85153,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,4605cc20-2488-11ec-8991-0d548696f4f1,82.44808,,,7.11241,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:27:06,2021-10-03T16:27:06.3450000-04:00,2021-10-03T20:27:06.3450000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,3d7850b3-0a1d-43d1-9f05-4bfa8ec5c12d,55.02082,-122.52793,11.55149,3.66488,3.71803,-15.42576,-2.83204,7.39278,-7.90579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
234,10/3/21,16:27:27,2,3,"Hungate, Chase",10029411,Right,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,7,Top,0,1,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.29217,2.709967,-4.817942,2093.890563,263.453405,2:45,3.67593,2.80162,5.65112,-38.04297,3.54229,20.20206,3.04404,-0.01904,75.47128,-4.276608,-1.227865,0.464132,,,,,,,,,,,,-11.43611,1.48945,-2.40553,50,3.88223,9.22737,-119.13599,4.37321,-16.58274,20.97821,-30.01431,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,52697d40-2488-11ec-8991-0d548696f4f1,81.21065,,,6.82088,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:27:27,2021-10-03T16:27:27.1820000-04:00,2021-10-03T20:27:27.1820000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,b3f71a12-204c-4d91-ba27-dbd54b6411b8,54.84925,-119.98683,10.4891,3.68017,5.59055,-15.00716,-2.79342,9.89994,-8.29137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
